BillID,Type,Title,Status,Summary,Category_Label
118-hr105,hr,TBI and PTSD Treatment Act,Referred to the Subcommittee on Health., <p><b>TBI and PTSD Treatment Act</b></p> <p>This bill requires the Department of Veterans Affairs to furnish hyperbaric oxygen therapy through a provider authorized by the Veterans Community Care Program to veterans who have a traumatic brain injury or post-traumatic stress disorder.</p>,2
118-hr125,hr,Travel Mask Mandate Repeal Act of 2023,Referred to the Subcommittee on Transportation and Maritime Security.," <p><strong>Travel Mask Mandate Repeal Act of 202</strong><b>3</b></p> <p>This bill prohibits federal agencies from mandating the use of masks or face coverings on planes, trains, buses, and other public conveyances and at transportation hubs to prevent the transmission of COVID-19.</p> <p>Specifically, the bill nullifies (1) the rule issued by the Centers for Disease Control and Prevention (CDC) on January 29, 2021, that mandates such use of masks or face coverings; and (2) orders and directives of the Transportation Security Administration that relate to the CDC rule.</p>",0
118-hr228,hr,Veterans Affairs Transfer of Information and Sharing of Disability Examination Procedures With DOD Doctors Act,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.," <p><strong>Veterans Affairs Transfer of Information and Sharing of Disability Examination Procedures With DOD Doctors Act</strong></p> <p>This bill addresses the sharing of medical information and disability examination procedures between the Departments of Defense (DOD) and Veterans Affairs (VA). It requires that if a member of the Armed Forces who is required to receive a physical examination upon separation from active duty has or is believed to have a medical condition that may make the member eligible for veterans' disability compensation and benefits, the examination must be performed by a VA-certified health care provider.</p> <p>If the condition is discovered during the physical examination and the examining health care provider is not VA-certified, the examination must be completed by a VA-certified provider. </p> <p>An eligibility determination made as part of such an examination shall be binding on the VA and be used as the basis for assigning the member's disability rating.</p> <p>The VA and DOD shall jointly establish a system to share data and maintain the medical and personnel records of Armed Forces members and veterans.</p>",2
118-hr205,hr,SNAP Theft Protection Act of 2023,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.", <p><b>SNAP Theft Protection Act of 2023</b></p> <p>This bill directs the Department of Agriculture (USDA) to establish criteria for state agencies to identify Supplemental Nutrition Assistance Program (SNAP) benefits stolen by identity theft or typical skimming practices and provide for the reissuance of stolen SNAP benefits to households that meet such criteria.</p> <p>USDA must periodically review and modify its regulations to take into account evolving technology and the threat landscape to better protect against theft.</p>,0
118-hr185,hr,"To terminate the requirement imposed by the Director of the Centers for Disease Control and Prevention for proof of COVID-19 vaccination for foreign travelers, and for other purposes.",Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 14.," <p>This bill nullifies the order issued by the Centers for Disease Control and Prevention titled <i>Amended Order Implementing Presidential Proclamation on Advancing the Safe Resumption of Global Travel During the COVID-19 Pandemic</i> and published on April 7, 2022. (The order restricts the entry of noncitizens who are not immigrants into the United States by air travel unless they are fully vaccinated against COVID-19 or otherwise attest that they will take public health measures to prevent the spread of the disease.)</p> <p>The bill also nullifies any successor or subsequent orders that require foreign persons traveling by air to show proof of a COVID-19 vaccination as a condition of entry and prohibits the use of federal funds to administer or enforce such a requirement.</p>",0
118-hr110,hr,FUEL Reform Act,"Referred to the Subcommittee on Commodity Markets, Digital Assets, and Rural Development.", <p><b>Farewell to Unnecessary Energy Lifelines Reform Act of 2023 or the FUEL Reform Act </b></p> <p>This bill repeals Title IX (Energy) of the Farm Security and Rural Investment Act of 2002. The title authorizes various energy programs that are administered by the Department of Agriculture and primarily provide support and incentives for renewable energy projects.</p>,0
118-hr150,hr,Protecting American Energy Production Act,Referred to the Subcommittee on Energy and Mineral Resources.," <p><b>Protecting American Energy Production Act</b></p> <p>This bill prohibits the President from declaring a moratorium on the use of hydraulic fracturing unless Congress authorizes the moratorium. The bill also expresses the sense of Congress that states should maintain primacy for the regulation of hydraulic fracturing for oil and natural gas production on state and private lands.</p> Hydraulic fracturing, or fracking, is a process to extract underground resources such as oil or gas from a geologic formation by injecting water, a propping agent (e.g., sand), and chemical additives into a well under enough pressure to fracture the formation.",4
118-hr186,hr,Water Supply Permitting Coordination Act,"Referred to the Subcommittee on Water, Wildlife, and Fisheries."," <p><b>Water Supply Permitting Coordination Act</b></p> <p>This bill makes the Bureau of Reclamation the lead agency for the purpose of coordinating all permitting and related activities required to construct certain new surface-water storage projects. </p> <p>Specifically, Reclamation must identify, notify, and coordinate all Federal agencies that may have jurisdiction over a review, analysis, opinion, statement, permit, license, approval, or decision for a qualifying project. A state where a project is being considered may also choose to participate as a cooperating agency.</p> <p>Reclamation's coordination responsibilities include (1) preparing a unified environmental review document, and (2) maintaining a consolidated administrative record and project data records.</p> <p>Additionally, Reclamation is authorized to accept and expend funds contributed by a nonfederal&nbsp;public entity to expedite the evaluation of a permit for such a project.</p>",0
118-hr189,hr,Action Versus No Action Act,Referred to the Subcommittee on Federal Lands.," <p><strong>Action Versus No Action Act</strong></p> <p>This bill limits the scope of certain environmental assessments or impact statements related to forest management activities on National Forest System lands or public lands suitable for timber production to a consideration only of the effects of the forest management activity and the alternative of no action. </p> <p>Specifically, the bill applies to assessments or impact statements prepared by the Department of Agriculture (USDA), with respect to National Forest System lands, or the Department of the Interior, with respect to public lands, for forest management activities that meet at least one of the criteria specified.</p> <p>In the case of the alternative of no action, USDA or Interior shall consider whether to evaluate</p> <ul> <li>the effect of no action on, among other things, forest health, wildfire potential, insect and disease potential, and timber production; and </li> <li>the implications of a resulting decline in forest health, loss of habitat diversity, wildfire, or insect or disease infestation on potential losses of life and property, domestic water supply in the project area, and wildlife habitat loss. </li> </ul>",0
118-hr210,hr,Stamp Out Invasive Species Act,"Referred to the Subcommittee on Water, Wildlife, and Fisheries.", <p><b>Stamp Out Invasive Species Act</b></p> <p>This bill directs the U.S. Postal Service to issue and sell a Combating Invasive Species Semipostal Stamp.</p> <p>Proceeds from the sale of the stamp must be transferred in equal proportion to the Department of the Interior and the Department of Agriculture for combating invasive species. (Invasive species are nonnative species whose introduction poses a serious threat to natural ecosystems and causes detrimental economic damage to local communities.)</p> <p>The stamp must be made available to the public for two years.</p>,0
118-hr131,hr,Manatee Protection Act of 2023,"Referred to the Subcommittee on Water, Wildlife, and Fisheries.", <p><b>Manatee Protection Act of 2023</b></p> <p>This bill requires the Department of the Interior to include the West Indian manatee (<i>Trichechus manatus</i>) in the endangered species list and give the species protections provided to endangered species.</p>,0
118-hr97,hr,Armed Forces Endangered Species Exemption Act,"Referred to the Subcommittee on Water, Wildlife, and Fisheries."," <p><b>Armed Forces Endangered Species Exemption Act</b></p> <p>This bill establishes exemptions from the Endangered Species Act of 1973 (ESA) for defense-related purposes.</p> <p>Specifically, the bill establishes exemptions from the ESA for (1) operations related to national defense, and (2) military personnel engaged in such operations. For example, the bill allows such personnel to take (e.g., harm or kill) endangered or threatened species.</p> <p>In addition, the bill expands restrictions on the Department of the Interior designating defense-related areas as critical habitat. It also exempts the Department of Defense from certain requirements to consult with Interior about critical habitats.</p>",0
118-hr98,hr,Federal Land Freedom Act,Referred to the Subcommittee on Energy and Mineral Resources.," <p><b>Federal Land Freedom Act</b></p> <p>This bill sets forth a process that allows a state (including the District of Columbia) to seek to transfer the responsibility of energy development on available federal land within its boundaries from the federal government to the state. Available federal land does not include land that, as of May 31, 2013, is (1) held for the benefit of an Indian tribe, (2) in the National Park System, (3) in the National Wildlife Refuge System, or (4) in a congressionally designated wilderness area.</p> <p>To qualify for such a transfer of responsibility, a state must have a program that regulates the exploration and development of oil, natural gas, and other forms of energy on its land. The federal responsibility transfers to the state once the state submits to the Department of the Interior, the U.S. Department of Agriculture, and the Department of Energy a declaration that it has such a program and that it seeks to transfer the responsibility.</p> <p>Any action taken by a state to lease, permit, or regulate the exploration and development of energy on federal land in lieu of the federal government is not subject to the Administrative Procedure Act, the National Historic Preservation Act, the Endangered Species Act of 1973, or the National Environmental Policy Act of 1969.</p>",0
118-hr99,hr,LIST Act of 2023,"Referred to the Subcommittee on Water, Wildlife, and Fisheries."," <p><b>Less Imprecision in Species Treatment Act of 2023 or the LIST Act of 2023</b></p> <p>This bill revises the process for removing a species from the endangered or threatened species lists.</p> <p>A species must be removed from the endangered or threatened species lists if the Department of the&nbsp;Interior produces or receives substantial scientific or commercial information demonstrating that the species is recovered or that recovery goals set for the species have been met.</p> <p>The publication and notice of a proposed regulation to remove a species from the lists must consist solely of a notice of the removal.</p> <p>The bill establishes a process for removing species from the lists if they were erroneously or wrongfully listed. The bill prohibits a person from submitting a petition to list a species as a threatened or endangered species for 10 years if the person knowingly submitted a petition with information that was inaccurate beyond scientifically reasonable margins of error, fraudulent, or misrepresentative.</p>",0
118-hr172,hr,"Acre In, Acre Out Act",Referred to the Subcommittee on Federal Lands.," <p><b>Acre In, Acre Out Act</b></p> <p>This bill prescribes a new requirement for any acquisition of land by the Department of the Interior or the Department of Agriculture that would result in a net increase of total land acreage under the jurisdiction of the National Park Service, the U.S. Fish and Wildlife Service, the Bureau of Land Management, or the Forest Service. The department concerned must offer for sale an equal number of acres of federal land that is under the same jurisdictional status.</p> <p>The bill exempts from this requirement any easements acquired to facilitate management of federal lands.</p> <p>Land sold pursuant to this bill shall be offered for sale at fair market value (based on local comparable sales), with monthly price reductions if the land is not sold in six months. </p> <p>All net proceeds from the sale of federal lands pursuant to this bill shall be deposited directly into the Treasury for reduction of the public debt.</p>",2
118-hr178,hr,Public Land Renewable Energy Development Act of 2023,Referred to the Subcommittee on Energy and Mineral Resources.," <p><strong>Public Land Renewable Energy Development Act of 2023</strong></p><p>This bill sets forth provisions regarding development of geothermal, solar, or wind energy on public lands.</p> <p>The Department of the Interior shall establish priority areas on its land for geothermal, solar, and wind energy projects, consistent with the principles of multiple use and the renewable energy permitting goal.</p> <p>Among applications for a given renewable energy source, proposed projects located in priority areas for that renewable energy source shall</p> <ul> <li>be given the highest priority for incentivizing deployment, and </li> <li>be offered the opportunity to participate in any regional mitigation plan developed for the relevant priority areas.</li> </ul> <p>The bill provides for the disposition of revenues from the development of wind or solar energy. </p> <p>The bill establishes the Renewable Energy Resource Conservation Fund to make funds available to federal, state, and tribal agencies for distribution in regions in which renewable energy projects are located on federal land for (1) restoring and protecting natural water bodies and fish and wildlife habitat and corridors, and (2) preserving and improving recreational access to federal land and water in an affected region.</p>",0
118-hr94,hr,American Sovereignty and Species Protection Act,"Referred to the Subcommittee on Water, Wildlife, and Fisheries."," <p><b>American Sovereignty and Species Protection Act</b></p> <p>This bill limits the protection of endangered or threatened species to species that are native to the United States. In addition, the bill prohibits certain funding for endangered or threatened species from being used to acquire lands, waters, or other interests in foreign countries.</p>",0
118-hr95,hr,Increasing Public Access to Recreation Act,Referred to the Subcommittee on Federal Lands., <p><strong>Increasing Public Access to Recreation Act</strong></p> <p>This bill increases the amount made available from the Land and Water Conservation Fund for recreational public access projects on federal land.</p>,2
118-hr96,hr,Protecting Arizona from Federal Land Grabs Act,Referred to the Subcommittee on Federal Lands., <p><strong>Protecting Arizona from Federal Land Grabs Act</strong></p> <p>This bill prohibits any further extension or establishment of national monuments in Arizona except by express authorization of Congress. </p>,2
118-hr209,hr,Permitting for Mining Needs Act of 2023,Subcommittee Hearings Held.," <p><b>Permitting for Mining Needs Act of 2023</b></p> <p>This bill expedites the review of mining projects on federal lands and limits judicial review of mining projects.</p> <p>For example, the bill expands the federal permitting and review processes under the Infrastructure Investment and Jobs Act for critical minerals. Under the act, the Bureau of Land Management (BLM) and the U.S. Forest Service, to the maximum extent practicable, must complete the federal permitting and review processes related to critical mineral mines on federal lands with maximum efficiency and effectiveness. This bill expands this process to include all minerals as defined by the bill, not only critical minerals.</p> <p>The bill also establishes deadlines for completing the review of mining projects under the National Environmental Policy Act of 1969.</p> <p>In addition, the bill also expands the meaning of covered projects under the Fixing America's Surface Transportation (FAST) Act to include (1) certain mineral production projects, and (2) certain actions taken by the Department of Defense. Such projects qualify for expedited environmental review. </p> <p>It also establishes requirements to expedite the review or authorization of certain mineral projects, such as (1) mineral exploration activities with a surface disturbance of no more than five acres of public lands, (2) ancillary mining activities, and (3) uranium projects.</p> <p>Finally, the bill limits judicial review of a permit, license, or approval issued by a lead agency for a mining project by requiring the filing of claims within a certain time period.</p>",0
118-hr140,hr,Protecting Speech from Government Interference Act,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.," <p><b>Protecting Speech from Government Interference Act</b></p> <p>This bill generally prohibits federal employees from censoring the speech of others while acting in an official capacity.</p> <p>Specifically, the bill prohibits employees of executive agencies or who are otherwise in the competitive service from (1) using their official authority to influence or advocate for a third party, including a private entity, to censor speech; (2) censoring the speech of any person who has a pending regulatory application with, or is the subject of or a participant in an active enforcement action by, the employee's office; or (3) engaging in censorship while on duty, wearing a uniform, or using official government property. Certain presidential appointees may not censor speech at any time, including outside normal duty hours. </p> <p>Employees are subject to disciplinary action, civil penalties, or both for violations.</p> <p>The bill defines <i>censor </i>or <i>censorship</i> to include ordering or advocating for the removal of lawful speech, the addition of disclaimers, or the restriction of access with respect to any platform (e.g., social media).</p>",2
118-hr39,hr,Honoring Our WWII Merchant Mariners Act of 2023,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.," <p> <strong>Honoring Our WWII Merchant Mariners Act of 2023</strong></p> <p>This bill requires the Department of Veterans Affairs to distribute a payment of $25,000 to U.S. merchant marines who engaged in qualified service during World War II. To be eligible, an individual must apply for the benefit and must not have received benefits under the Servicemen's Readjustment Act of 1944. The bill sets forth what constitutes qualified service, including time frame of service and licensing requirements.</p>",2
118-hjres7,hjres,"Relating to a national emergency declared by the President on March 13, 2020.",Became Public Law No: 118-3.," <p>This joint resolution terminates the national emergency concerning COVID-19 declared by the President on March 13, 2020.</p>",4
118-hr41,hr,VA Same-Day Scheduling Act of 2023,Subcommittee Consideration and Mark-up Session Held.," <p><strong>VA Same-Day Scheduling Act of 2023</strong></p> <p>This bill requires the Department of Veterans Affairs (VA) to ensure that when a veteran enrolled in the VA health care system contacts the VA by telephone to schedule an appointment for care or services at a VA facility, the scheduling for the appointment occurs during that telephone call.</p>",2
118-hr196,hr,Expediting Temporary Ratings for Veterans Act,Subcommittee Consideration and Mark-up Session Held," <p><strong>Expediting Temporary Ratings for Veterans Act</strong></p> <p>This bill requires the Department of Veterans Affairs (VA) to modify its information technology systems to provide for the automatic processing of claims for temporary disability ratings for specified veterans (i.e., those who have a service-connected disability that requires hospital treatment or observation for a period in excess of 21 days).</p> <p>In providing for the automatic processing of claims, the VA must ensure that (1) medical evidence is obtained from its corporate data warehouse, (2) VA employees continue to determine eligibility for a temporary disability rating for the specified veterans, and (3) claims may be processed manually if the evidence of record is not sufficient to decide the claim or if the medical evidence is provided in an incompatible format.</p>",2
118-hres10,hres,"Directing the Fine Arts Board to obtain a bust of the President of Ukraine, Volodymyr Zelenskyy, for display in the House of Representatives wing of the United States Capitol.",Referred to the Subcommittee on Oversight.," <p>This resolution directs the Fine Arts Board to obtain a bust of Volodymyr Zelensky, the President of Ukraine, for permanent display in the U.S. Capitol.</p>",4
118-hjres11,hjres,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,Motion to Report Measure Defeated by the Yeas and Nays:: 17 - 19., <p>This joint resolution proposes a constitutional amendment limiting Representatives to three terms and Senators to two terms. Terms beginning before the ratification of this amendment do not count towards these term limits.</p>,4
118-hr187,hr,Default Prevention Act,"Placed on the Union Calendar, Calendar No. 279."," <p><b>Default Prevention Act</b></p> <p>This bill requires the Department of the Treasury to continue borrowing to pay the principal and interest on obligations held by the public or the Social Security trust funds if the federal debt limit is reached.</p> <p>The bill also (1) exempts any obligations issued under this bill from the debt limit if the obligations would otherwise cause the limit to be exceeded, and (2) prohibits the obligations from being used to compensate Members of Congress. </p>",2
118-hr192,hr,To prohibit individuals who are not citizens of the United States from voting in elections in the District of Columbia and to repeal the Local Resident Voting Rights Amendment Act of 2022,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 414.," <p>This bill prohibits an individual who is not a U.S. citizen from voting in any elections in the District of Columbia (DC).</p> <p>Federal law bars noncitizens from voting in federal elections; however, the DC Council passed a bill on October 18, 2022, that allows noncitizens who meet residency and other requirements to vote in local elections.</p>",0
118-hr226,hr,Veterans Collaboration Act,Forwarded by Subcommittee to Full Committee (Amended) by Voice Vote.," <p><strong>Veterans Collaboration Act</strong></p> <p>This bill requires the Department of Veterans Affairs (VA) to carry out a two-year pilot program in states with the highest veteran populations to promote collaboration between the VA, nonprofit organizations, and institutions of higher learning. </p> <p>The VA shall emphasize collaboration with (1) veterans service organizations that provide personnel with appropriate credentials to assist veterans in filing disability compensation claims and appeals with the VA, and (2) educational institutions that provide veterans with pro bono legal assistance.</p>",2
118-hr190,hr,Saving Gig Economy Taxpayers Act,"Placed on the Union Calendar, Calendar No. 696."," <p><strong>Saving Gig Economy Taxpayers Act</strong></p> <p>This bill modifies requirements for third party settlement organizations to eliminate their reporting requirement with respect to the transactions of their participating payees unless they have earned more than $20,000 on more than 200 separate transactions in an applicable tax period. A <em>third party settlement organization</em> is the central organization that has the contractual obligation to make payments to participating payees (generally, a merchant or business) in a third party payment network. </p> <p>This reverses a provision in the American Rescue Plan Act of 2021 that lowered the reporting threshold to $600 with no minimum on the number of transactions.</p>",2
118-hr33,hr,"Medicare Dental, Vision, and Hearing Benefit Act of 2023",Referred to the Subcommittee on Health.," <p><strong>Medicare Dental, Vision, and Hearing Benefit Act of</strong> <b>2023</b></p> <p>This bill provides for Medicare coverage of dental, vision, and hearing care. Coverage includes (1) routine dental cleanings and exams, basic and major dental services, emergency dental care, and dentures; (2) routine eye exams, eyeglasses, and contact lenses; and (3) routine hearing exams, hearing aids, and exams for hearing aids. With respect to such care, the bill establishes special payment rules, limitations, and coinsurance requirements. </p>",2
118-hr34,hr,Assuring Medicare’s Promise Act of 2023,Referred to the Subcommittee on Health., <p><strong>Assuring Medicare&rsquo;s Promise Act</strong> <strong><strong>of 2023</strong></strong></p> <p>This bill increases net investment income tax revenues by applying such tax to the trade or business income of certain high income taxpayers and includes the increased tax revenues in the Federal Hospital Insurance Trust Fund.</p>,2
118-hr35,hr,Close the Medigap Act of 2023,Referred to the Subcommittee on Health.," <p><b>Close the Medigap Act of </b><b>2023</b></p> <p>This bill (1) expands guaranteed issue rights with respect to Medigap policies (Medicare supplemental health insurance policies), (2) eliminates certain limitations&nbsp;on Medigap policies for newly eligible Medicare beneficiaries, and (3) modifies other provisions related to Medigap policies. (Guaranteed issue rights require that a policy be offered to any eligible applicant without regard to health status.)</p>",1
118-hr134,hr,To amend title XVIII of the Social Security Act to remove geographic requirements and expand originating sites for telehealth services.,Referred to the Subcommittee on Health.," <p>This bill permanently allows any site to serve as an originating site (i.e., the location of the beneficiary) for purposes of Medicare telehealth services, including a beneficiary's home.</p>",2
118-hr152,hr,Hearing Protection Act,Referred to the Subcommittee on Health.," <p><b>Hearing Protection Act </b></p> <p>This bill removes silencers from the definition of<i> firearms</i> for purposes of the National Firearms Act. It also treats persons acquiring or possessing a firearm silencer as meeting any registration and licensing requirements of such Act.</p> <p>The Department of Justice must destroy certain records relating to the registration, transfer, or making of a silencer. </p> <p>The bill also revises the definitions of <i>firearm silencer</i> and <i>firearm muffler</i> under the federal criminal code and includes such items in the 10% excise tax category. </p>",2
118-hr219,hr,No Patient Left Alone Act of 2023,Referred to the Subcommittee on Health.," <p><b>No Patient Left Alone Act of </b><b>2023</b></p> <p>This bill requires hospitals, as a condition of Medicare participation, to have certain written policies and procedures that provide for patient visitation rights and to inform patients of such rights, including any applicable restrictions.</p>",1
118-hr7,hr,No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2023,Referred to the Subcommittee on Health.," <p><b>No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2023</b></p> <p>This bill modifies provisions relating to federal funding for, and health insurance coverage of, abortions.</p> <p>Specifically, the bill prohibits the use of federal funds for abortions or for health coverage that includes abortions. Such restrictions extend to the use of funds in the budget of the District of Columbia. Additionally, abortions may not be provided in a federal health care facility or by a federal employee. </p> <p>Historically, language has been included in annual appropriations bills for the Department of Health and Human Services (HHS) that prohibits the use of federal funds for abortions&#8212;such language is commonly referred to as the Hyde Amendment. Similar language is also frequently included in appropriations bills for other federal agencies and the District of Columbia. The bill makes these restrictions permanent and extends the restrictions to all federal funds (rather than specific agencies). </p> <p>The bill's restrictions regarding the use of federal funds do not apply in cases of rape, incest, or where a physical disorder, injury, or illness endangers a woman's life unless an abortion is performed. The Hyde Amendment provides the same exceptions.</p> <p>The bill also prohibits qualified health plans from including coverage for abortions. Currently, qualified health plans may cover abortion, but the portion of the premium attributable to abortion coverage is not eligible for subsidies.</p>",0
118-hr177,hr,To amend title XI of the Social Security Act to ensure nursing facilities report information on medical directors of such facilities.,Referred to the Subcommittee on Health., <p>This bill requires the Centers for Medicare &amp; Medicaid Services to revise regulations so as to specifically require Medicare skilled nursing facilities and Medicaid nursing facilities to report the identity of medical directors and related information.</p>,2
118-hr197,hr,Rural Telehealth Expansion Act,Referred to the Subcommittee on Health.," <p><b>Rural Telehealth Expansion Act</b></p> <p>This bill expands coverage of telehealth services under Medicare to include store-and-forward technologies (in which information is sent to providers and reviewed at a later time, rather than through a real-time interaction). Currently, coverage is limited to federal demonstration programs in Alaska and Hawaii.</p>",0
118-hr198,hr,Drug Pricing Transparency and Accountability Act,Referred to the Subcommittee on Health.," <p><b>Drug Pricing Transparency and Accountability Act</b></p> <p>This bill establishes a two-year moratorium on allowing new, non-rural hospitals and associated child sites to participate in the 340B drug pricing program; during the moratorium, the Department of Health and Human Services must issue regulations with specified program eligibility standards. The bill also requires additional reporting relating to program participation, eligibility, and costs.</p>",0
118-hr204,hr,Drug Testing for Welfare Recipients Act,Referred to the Subcommittee on Work and Welfare.," <p><b>Drug Testing for Welfare Recipients Act</b></p> <p>This bill requires the Temporary Assistance for Needy Families program, the Supplemental Nutrition Assistance Program, and specified public housing programs&nbsp;to subject&nbsp;individuals to substance-abuse screening and to deny benefits for individuals who test positive for a controlled substance.</p>",0
118-hr109,hr,To amend the Internal Revenue Code of 1986 to allow an above-the-line deduction for health insurance premiums.,Referred to the Subcommittee on Health., <p>This bill allows an individual taxpayer a deduction from gross income for insurance premiums paid for the health care coverage of the taxpayer and the taxpayer's spouse and dependents. The bill makes the deduction available whether or not the taxpayer itemizes other deductions.</p>,2
118-hr112,hr,Responsible Path to Full Obamacare Repeal Act,Referred to the Subcommittee on Health.," <p><b>Responsible Path to Full Obamacare Repeal Act</b></p> <p>This bill repeals the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010, effective at the beginning of FY2024. Provisions of law amended by those acts are restored.</p>",0
118-hr119,hr,Freedom from Mandates Act,Referred to the Subcommittee on Health.," <p><strong>Freedom from Mandates Act</strong></p> <p>This bill nullifies certain executive orders regarding COVID-19 safety and prohibits the Departments of Labor and Health and Human Services (HHS) from taking specified actions with respect to vaccination against COVID-19.</p> <p>Specifically, the bill nullifies Executive Order 14042 (relating to ensuring adequate COVID-19 safety protocols for federal contractors) and Executive Order 14043 (requiring COVID-19 vaccination for federal employees).</p> <p>Labor may not issue any rule requiring employers to mandate vaccination of employees against COVID-19 or requiring testing of employees who are unvaccinated.</p> <p>HHS may not (1) require a health care provider, as a condition of participation in the Medicare or Medicaid program, to mandate vaccination of employees against COVID-19 or require testing of employees who are unvaccinated; or (2) otherwise penalize such a provider for failure to mandate such vaccination or require such testing.</p>",0
118-hr127,hr,Protection from Obamacare Mandates and Congressional Equity Act,Referred to the Subcommittee on Health.," <p><b>Protection from Obamacare Mandates and Congressional Equity Act</b></p> <p>This bill alters provisions relating to the requirement to maintain minimum essential health care coverage (i.e., the individual mandate), as well as provisions relating to health care coverage for certain executive branch and congressional employees. </p> <p>Specifically, the bill exempts individuals from the requirement to maintain minimum essential health care coverage if they reside in a county where fewer than two health insurers offer insurance on the health insurance exchange. Under current law, there is no penalty for failing to maintain minimum essential health care coverage.</p> <p>The bill also requires certain executive branch and congressional employees to participate in health insurance exchanges. Under current law, Members of Congress and their designated staff are required to obtain coverage through health insurance exchanges, rather than the Federal Employee Health Benefits (FEHB) Program. Current regulations authorize government contributions toward such coverage and require Members of Congress to designate which members of their staff are required to obtain coverage through an exchange. </p> <p>The bill requires all congressional staff, including employees of congressional committees and leadership offices, to obtain coverage through an exchange. The bill also prohibits Members of Congress from having the discretion to determine which of their employees are eligible to enroll through an exchange. Further, the President, Vice President, and executive branch political appointees must also obtain coverage through exchanges, rather than FEHB. The government is prohibited from contributing to or subsidizing the health insurance coverage of the officials and employees subject to this requirement, including Members of Congress and their staff.</p>",2
118-hr207,hr,Advanced Safe Testing at Residence Telehealth Act of 2023,Referred to the Subcommittee on Health.," <p><b>Advanced Safe Testing at Residence Telehealth Act of </b><b>2023</b></p> <p>This bill temporarily establishes several programs to provide telehealth services for at-home testing, evaluations, and other health care.</p> <p>Specifically, the bill establishes a demonstration program to provide assistive telehealth consultations and home- and community-based care for certain Medicare beneficiaries through Medicare Advantage (MA) plans. Covered services include certain at-home diagnostic tests, telehealth consultations, transportation services, and meal benefits. Beneficiaries must be (1) age 65 or older and eligible to enroll in a qualifying MA plan and to receive certain low-income subsidies under the Medicare prescription drug benefit, or (2) dually eligible for Medicare and Medicaid benefits.</p> <p>The bill also establishes a grant program for state Medicaid programs to cover similar at-home tests and related telehealth consultations. Additionally, the Department of Veterans Affairs must establish a pilot program to provide tests and related telehealth consultations free of charge to veterans.</p>",0
118-hr114,hr,Fund and Complete the Border Wall Act,Referred to the Subcommittee on Trade.," <p><b>Fund and Complete the Border Wall Act</b></p> <p>This bill establishes funding for a U.S.-Mexico border barrier and revises how border patrol agents are compensated for overtime.</p> <p>The Department of the Treasury shall set up an account for funding the design, construction, and maintenance of the barrier. The funds in the account are appropriated only for that purpose and for vehicles and equipment for border patrol agents.</p> <p>For each fiscal year, financial assistance to a country shall be reduced by $2,000 for each citizen or national of that country apprehended for illegally entering the United States through its southern border. The reduced amount shall be transferred to the border barrier account. The Department of State may opt not to reduce amounts appropriated to Mexico for various military and law enforcement-related activities. </p> <p>This bill establishes a 5% fee on foreign remittance transfers and increases the fee for the arrival/departure I-94 form for various aliens entering the United States, with part of the fees to go into the border barrier account.</p> <p>By December 31, 2023, DHS shall (1) take all actions necessary, including constructing barriers, to prevent illegal crossings along the U.S.-Mexico barrier; and (2) achieve operational control over all U.S. international borders. </p> <p>The bill changes how border patrol agents receive overtime pay when working up to 100 hours in a two-week period. For hours worked above 80, an agent shall receive at least 150% of the agent's regular hourly rate.</p> <ul> </ul> <p>",0
118-hr188,hr,Proven Forest Management Act of 2022,"Reported (Amended) by the Committee on Natural Resources. H. Rept. 118-926, Part I."," <p><strong>Proven Forest Management Act of 2022</strong></p> <p>This bill directs the Department of Agriculture (USDA), when conducting a forest management activity on National Forest System land, to coordinate with impacted parties to increase efficiency and maximize the compatibility of management practices across such land. </p> <p>USDA shall conduct such an activity on National Forest System land in a manner that attains multiple ecosystem benefits, including reducing forest fuels and maintaining biological diversity. However, a forest management activity shall not be conducted if the costs associated with attaining such benefits are excessive. </p> <p>Additionally, the USDA shall (1) establish any post-program ground condition criteria for a ground disturbance caused by a forest management activity required by the applicable forest plan, and (2) provide for monitoring to ascertain the attainment of relevant post-program conditions. </p> <p>The bill categorically excludes certain forest management activities for reducing forest fuels from certain environmental impact requirements. </p> <p>USDA or the Department of the Interior, as appropriate, in conjunction with land adjustment programs, may enter into contracts and cooperative agreements with a qualified entity to provide for fuel reduction, erosion control, reforestation, Stream Environment Zone restoration, and similar management activities on federal lands and nonfederal lands within such programs.</p>",0
