lastName,firstName,UID,state,party,district
Murphy,Scott,M001178,New York,Democratic,20
Perriello,Thomas,P000600,Virginia,Democratic,5
Nye,Glenn,N000183,Virginia,Democratic,2
Chaffetz,Jason,C001076,Utah,Republican,3
Olson,Pete,O000168,Texas,Republican,22
Roe,David,R000582,Tennessee,Republican,1
Pierluisi,Pedro,P000596,Puerto Rico,Democratic,
Dahlkemper,Kathleen,D000608,Pennsylvania,Democratic,3
Boccieri,John,B001263,Ohio,Democratic,16
Kilroy,Mary,K000372,Ohio,Democratic,15
Austria,Steve,A000365,Ohio,Republican,7
Driehaus,Steve,D000609,Ohio,Democratic,1
Massa,Eric,M001173,New York,Democratic,29
Maffei,Daniel,M001171,New York,Democratic,24
McMahon,Michael,M001174,New York,Democratic,13
Teague,Harry,T000466,New Mexico,Democratic,2
Lance,Leonard,L000567,New Jersey,Republican,7
Adler,John,A000364,New Jersey,Democratic,3
Kissell,Larry,K000369,North Carolina,Democratic,8
Harper,Gregg,H001045,Mississippi,Republican,3
Paulsen,Erik,P000594,Minnesota,Republican,3
Schauer,Mark,S001178,Michigan,Democratic,7
Kratovil,"Frank,",K000371,Maryland,Democratic,1
Fleming,John,F000456,Louisiana,Republican,4
Cao,Anh,C001079,Louisiana,Republican,2
Jenkins,Lynn,J000290,Kansas,Republican,2
Schock,Aaron,S001179,Illinois,Republican,18
Halvorson,Deborah,H001044,Illinois,Democratic,11
Minnick,Walter,M001175,Idaho,Democratic,1
Kosmas,Suzanne,K000370,Florida,Democratic,24
Rooney,Thomas,R000583,Florida,Republican,17
Grayson,Alan,G000556,Florida,Democratic,9
Coffman,Mike,C001077,Colorado,Republican,6
Markey,Betsy,M001172,Colorado,Democratic,4
Polis,Jared,P000598,Colorado,Democratic,2
Hunter,Duncan,H001048,California,Republican,50
Griffith,Parker,G000557,Alabama,Republican,5
Bright,Bobby,B001264,Alabama,Democratic,2
Kaufman,Edward,K000373,Delaware,Democratic,
Burris,Roland,B001266,Illinois,Democratic,
Hagan,Kay,H001049,North Carolina,Democratic,
Johanns,Mike,J000291,Nebraska,Republican,
Begich,Mark,B001265,Alaska,Democratic,
Edwards,Donna,E000290,Maryland,Democratic,4
Childers,Travis,C001074,Mississippi,Democratic,1
Tsongas,Niki,T000465,Massachusetts,Democratic,3
DeLay,Tom,D000217,Texas,Republican,22
Bilbray,Brian,B000461,California,Republican,50
Campbell,John,C001064,California,Republican,45
Schmidt,Jean,S001164,Ohio,Republican,2
Krueger,Robert,K000333,Texas,Democratic,
DeWine,Mike,D000294,Ohio,Republican,
Daschle,Thomas,D000064,South Dakota,Democratic,
Ridge,Thomas,R000243,Pennsylvania,Republican,21
Richmond,Frederick,R000232,New York,Democratic,14
Rhodes,John,R000188,Arizona,Republican,1
Rhodes,John,R000189,Arizona,Republican,1
Reynolds,Mel,R000178,Illinois,Democratic,2
Reuss,Henry,R000165,Wisconsin,Democratic,5
Reid,Ogden,R000150,New York,Democratic,24
Reid,Harry,R000146,Nevada,Democratic,
Regula,Ralph,R000141,Ohio,Republican,16
Rees,Thomas,R000134,California,Democratic,23
Ray,Richard,R000080,Georgia,Democratic,3
Ratchford,William,R000067,Connecticut,Democratic,5
Rarick,John,R000065,Louisiana,Democratic,6
Randall,William,R000041,Missouri,Democratic,4
Ramstad,Jim,R000033,Minnesota,Republican,3
Railsback,Thomas,R000012,Illinois,Republican,19
Rahall,Nick,R000011,West Virginia,Democratic,3
Radanovich,George,R000004,California,Republican,19
Quinn,Jack,Q000016,New York,Republican,27
Quillen,James,Q000013,Tennessee,Republican,1
Quayle,Dan,Q000007,Indiana,Republican,
Pursell,Carl,P000574,Michigan,Republican,2
Pryce,Deborah,P000555,Ohio,Republican,15
Pritchard,Joel,P000546,Washington,Republican,1
Price,Robert,P000528,Texas,Republican,13
Price,Melvin,P000522,Illinois,Democratic,21
Preyer,Richardson,P000520,North Carolina,Democratic,6
Pressler,Larry,P000513,South Dakota,Republican,
Powell,Walter,P000485,Ohio,Republican,8
Poshard,Glenn,P000452,Illinois,Democratic,19
Porter,John,P000444,Illinois,Republican,10
Pomeroy,Earl,P000422,North Dakota,Democratic,
Pombo,Richard,P000419,California,Republican,11
Podell,Bertram,P000399,New York,Democratic,13
Poage,W.,P000398,Texas,Democratic,11
Pike,Otis,P000348,New York,Democratic,1
Pickle,J.,P000328,Texas,Democratic,10
Pickett,Owen,P000326,Virginia,Democratic,2
Peyser,Peter,P000280,New York,Democratic,23
Pettis,Shirley,P000273,California,Republican,37
Pettis,Jerry,P000272,California,Republican,37
Petri,Thomas,P000265,Wisconsin,Republican,6
Peterson,Douglas,P000259,Florida,Democratic,2
Peterson,Collin,P000258,Minnesota,Democratic,7
Perkins,Carl,P000229,Kentucky,Democratic,7
Perkins,Carl,P000230,Kentucky,Democratic,7
Pepper,Claude,P000218,Florida,Democratic,18
Penny,Timothy,P000215,Minnesota,Democratic,1
Pease,Donald,P000170,Ohio,Democratic,13
Payne,Lewis,P000152,Virginia,Democratic,5
Payne,Donald,P000149,New Jersey,Democratic,10
Paxon,Bill,P000148,New York,Republican,27
Paul,Ron,P000583,Texas,Republican,14
Pattison,Edward,P000134,New York,Democratic,29
Patterson,Elizabeth,P000112,South Carolina,Democratic,4
Patten,Edward,P000106,New Jersey,Democratic,15
Patman,Wright,P000103,Texas,Democratic,1
Patman,William,P000104,Texas,Democratic,14
Pastor,Ed,P000099,Arizona,Democratic,7
Passman,Otto,P000098,Louisiana,Democratic,5
Pashayan,"Charles,",P000097,California,Republican,17
Parris,Stanford,P000080,Virginia,Republican,8
Parker,Mike,P000066,Mississippi,Republican,4
Panetta,Leon,P000047,California,Democratic,17
Packard,Ron,P000005,California,Republican,48
Oxley,Michael,O000163,Ohio,Republican,4
Owens,Wayne,O000156,Utah,Democratic,2
Owens,Major,O000159,New York,Democratic,11
Orton,Bill,O000108,Utah,Democratic,3
Ortiz,Solomon,O000107,Texas,Democratic,27
Olin,James,O000069,Virginia,Democratic,6
Obey,David,O000007,Wisconsin,Democratic,7
Oberstar,James,O000006,Minnesota,Democratic,8
O'Neill,Thomas,O000098,Massachusetts,Democratic,8
O'Hara,James,O000055,Michigan,Democratic,12
O'Brien,George,O000010,Illinois,Republican,4
Nussle,Jim,N000172,Iowa,Republican,1
Norwood,Charles,N000159,Georgia,Republican,10
Isakson,Johnny,I000055,Georgia,Republican,
DeMint,Jim,D000595,South Carolina,Republican,
Crowley,Joseph,C001038,New York,Democratic,14
Hayes,Robin,H001029,North Carolina,Republican,8
Walden,Greg,W000791,Oregon,Republican,2
Udall,Mark,U000038,Colorado,Democratic,
Tancredo,Thomas,T000458,Colorado,Republican,6
Sweeney,John,S001149,New York,Republican,20
Sherwood,Don,S001146,Pennsylvania,Republican,10
Reynolds,Thomas,R000569,New York,Republican,26
Phelps,David,P000584,Illinois,Democratic,19
Ose,Doug,O000164,California,Republican,3
Miller,Gary,M001139,California,Republican,31
Kuykendall,Steven,K000357,California,Republican,36
Jones,Stephanie,J000284,Ohio,Democratic,11
Holt,Rush,H001032,New Jersey,Democratic,12
Hoeffel,Joseph,H001031,Pennsylvania,Democratic,13
Hill,Baron,H001030,Indiana,Democratic,9
Biggert,Judy,B001232,Illinois,Republican,13
Berkley,Shelley,B001231,Nevada,Democratic,1
Voinovich,George,V000126,Ohio,Republican,
Edwards,John,E000286,North Carolina,Democratic,
Bayh,Evan,B001233,Indiana,Democratic,
Fitzgerald,Peter,F000442,Illinois,Republican,
Vitter,David,V000127,Louisiana,Republican,
Udall,Tom,U000039,New Mexico,Democratic,
Terry,Lee,T000459,Nebraska,Republican,2
Shows,Ronnie,S001147,Mississippi,Democratic,4
Capuano,Michael,C001037,Massachusetts,Democratic,7
Fletcher,Ernie,F000441,Kentucky,Republican,6
Lucas,Ken,L000558,Kentucky,Democratic,4
Moore,Dennis,M001140,Kansas,Democratic,3
Ryan,Paul,R000570,Wisconsin,Republican,1
Green,Mark,G000545,Wisconsin,Republican,8
Baird,Brian,B001229,Washington,Democratic,3
Gonzalez,Charles,G000544,Texas,Democratic,20
Sessions,Jeff,S001141,Alabama,Republican,
Hagel,Chuck,H001028,Nebraska,Republican,
Enzi,Michael,E000285,Wyoming,Republican,
Cleland,Max,C001034,Georgia,Democratic,
Wilson,Heather,W000789,New Mexico,Republican,1
Weygand,Robert,W000315,Rhode Island,Democratic,2
Turner,Jim,T000424,Texas,Democratic,2
Tierney,John,T000266,Massachusetts,Democratic,6
Sununu,John,S001078,New Hampshire,Republican,
Snyder,Vic,S000672,Arkansas,Democratic,2
Snowbarger,Vince,S000662,Kansas,Republican,3
Shimkus,John,S000364,Illinois,Republican,15
Schaffer,Bob,S000112,Colorado,Republican,4
Sandlin,Max,S000044,Texas,Democratic,1
Sanchez,Loretta,S000030,California,Democratic,46
Ryun,Jim,R000566,Kansas,Republican,2
Rothman,Steven,R000462,New Jersey,Democratic,9
Rogan,James,R000386,California,Republican,27
Rodriguez,Ciro,R000568,Texas,Democratic,23
Riley,Bob,R000258,Alabama,Republican,3
Reyes,Silvestre,R000170,Texas,Democratic,16
Redmond,Bill,R000567,New Mexico,Republican,3
Pitts,Joseph,P000373,Pennsylvania,Republican,16
Pickering,Charles,P000323,Mississippi,Republican,3
Peterson,John,P000263,Pennsylvania,Republican,5
Pease,Edward,P000171,Indiana,Republican,7
Pappas,Michael,P000049,New Jersey,Republican,12
Northup,Anne,N000143,Kentucky,Republican,3
McIntyre,Mike,M000485,North Carolina,Democratic,7
Maloney,James,M000090,Connecticut,Democratic,5
Lampson,Nick,L000043,Texas,Democratic,22
Kucinich,Dennis,K000336,Ohio,Democratic,10
Johnson,Jay,J000149,Wisconsin,Democratic,8
John,Christopher,J000110,Louisiana,Democratic,7
Jenkins,William,J000082,Tennessee,Republican,1
Hutchinson,Asa,H001014,Arkansas,Republican,3
Hulshof,Kenny,H000948,Missouri,Republican,9
Hooley,Darlene,H000762,Oregon,Democratic,5
Hinojosa,Ruben,H000636,Texas,Democratic,15
Hill,Rick,H000605,Montana,Republican,
Goode,Virgil,G000280,Virginia,Republican,5
Gibbons,Jim,G000152,Nevada,Republican,2
Fossella,Vito,F000440,New York,Republican,13
Ford,Harold,F000262,Tennessee,Democratic,9
Etheridge,Bob,E000226,North Carolina,Democratic,2
Emerson,Jo,E000172,Missouri,Republican,8
Davis,Jim,D000114,Florida,Democratic,11
Cooksey,John,C000735,Louisiana,Republican,5
Christensen,Donna,C000380,Virgin Islands,Democratic,
Capps,Walter,C000134,California,Democratic,22
Capps,Lois,C001036,California,Democratic,24
Brady,Robert,B001227,Pennsylvania,Democratic,1
Boyd,Allen,B000716,Florida,Democratic,2
Boswell,Leonard,B000652,Iowa,Democratic,3
Bono Mack,Mary,B001228,California,Republican,45
Blagojevich,Rod,B000518,Illinois,Democratic,5
Allen,Thomas,A000357,Maine,Democratic,1
Zorinsky,Edward,Z000013,Nebraska,Democratic,
Young,Milton,Y000047,North Dakota,Republican,
Wofford,Harris,W000665,Pennsylvania,Democratic,
Wilson,Pete,W000607,California,Republican,
Williams,Harrison,W000502,New Jersey,Democratic,
Wellstone,Paul,W000288,Minnesota,Democratic,
Wallop,Malcolm,W000092,Wyoming,Republican,
Tunney,John,T000410,California,Democratic,
Tower,John,T000322,Texas,Republican,
Thompson,Fred,T000457,Tennessee,Republican,
Bentsen,Lloyd,B000401,Texas,Democratic,
Bennett,Wallace,B000384,Utah,Republican,
Bennett,Robert,B000382,Utah,Republican,
Bellmon,Henry,B000351,Oklahoma,Republican,
Beall,J.,B000272,Maryland,Republican,
Bayh,Birch,B000254,Indiana,Democratic,
Bartlett,Dewey,B000200,Oklahoma,Republican,
Baker,Howard,B000063,Tennessee,Republican,
Ashcroft,John,A000356,Missouri,Republican,
Anderson,Wendell,A000202,Minnesota,Democratic,
Allen,Maryon,A000139,Alabama,Democratic,
Allen,James,A000127,Alabama,Democratic,
Aiken,George,A000062,Vermont,Republican,
Abraham,Spencer,A000355,Michigan,Republican,
Zwach,John,Z000016,Minnesota,Republican,6
Zschau,Edwin,Z000014,California,Republican,12
Zion,Roger,Z000010,Indiana,Republican,8
Zeliff,William,Z000004,New Hampshire,Republican,1
Zeferetti,Leo,Z000002,New York,Democratic,15
Zablocki,Clement,Z000001,Wisconsin,Democratic,4
Young,Samuel,Y000052,Illinois,Republican,10
Young,Robert,Y000051,Missouri,Democratic,2
Young,John,Y000043,Texas,Democratic,14
Young,Edward,Y000035,South Carolina,Republican,6
Young,C.,Y000031,Florida,Republican,13
Young,Andrew,Y000028,Georgia,Democratic,5
Yatron,Gus,Y000014,Pennsylvania,Democratic,6
Yates,Sidney,Y000013,Illinois,Democratic,9
Wynn,Albert,W000784,Maryland,Democratic,4
Wyman,Louis,W000782,New Hampshire,Republican,
Wylie,Chalmers,W000781,Ohio,Republican,15
Wydler,John,W000780,New York,Republican,5
Wyatt,Wendell,W000778,Oregon,Republican,1
Wyatt,"Joe,",W000777,Texas,Democratic,14
Wright,James,W000763,Texas,Democratic,12
Wortley,George,W000752,New York,Republican,27
Woolsey,Lynn,W000738,California,Democratic,6
Won Pat,Antonio,W000686,Guam,Democratic,
Wolpe,Howard,W000682,Michigan,Democratic,3
Wolff,Lester,W000680,New York,Democratic,6
Wolf,Frank,W000672,Virginia,Republican,10
Wise,Robert,W000654,West Virginia,Democratic,2
Wirth,Timothy,W000647,Colorado,Democratic,
Winn,"Larry,",W000636,Kansas,Republican,3
Wilson,Robert,W000610,California,Republican,41
Wilson,Charles,W000571,California,Democratic,31
Wilson,Charles,W000570,Texas,Democratic,2
Williams,Lyle,W000528,Ohio,Republican,17
Williams,Lawrence,W000525,Pennsylvania,Republican,7
Wiggins,Charles,W000448,California,Republican,39
Widnall,William,W000445,New Jersey,Republican,7
Whitten,Jamie,W000428,Mississippi,Democratic,1
Whittaker,Bob,W000426,Kansas,Republican,5
Whitley,Charles,W000419,North Carolina,Democratic,3
Whitfield,Ed,W000413,Kentucky,Republican,1
Whitehurst,G.,W000406,Virginia,Republican,2
White,Rick,W000391,Washington,Republican,1
White,Richard,W000390,Texas,Democratic,16
Wheat,Alan,W000326,Missouri,Democratic,5
Whalen,Charles,W000317,Ohio,Republican,3
Weller,Jerry,W000273,Illinois,Republican,11
Weldon,Dave,W000267,Florida,Republican,15
Weldon,Curt,W000268,Pennsylvania,Republican,7
Weiss,Ted,W000258,New York,Democratic,17
Weber,Vin,W000237,Minnesota,Republican,2
Weaver,James,W000227,Oregon,Democratic,4
Waxman,Henry,W000215,California,Democratic,33
Watts,J.,W000210,Oklahoma,Republican,4
Watt,Melvin,W000207,North Carolina,Democratic,12
Washington,Harold,W000180,Illinois,Democratic,1
Washington,Craig,W000177,Texas,Democratic,18
Ware,John,W000147,Pennsylvania,Republican,5
Ward,Mike,W000139,Kentucky,Democratic,3
Wampler,William,W000121,Virginia,Republican,9
Wamp,Zach,W000119,Tennessee,Republican,3
Walsh,William,W000107,New York,Republican,33
Walsh,James,W000099,New York,Republican,25
Walker,Robert,W000068,Pennsylvania,Republican,16
Walgren,Doug,W000044,Pennsylvania,Democratic,18
Waldie,Jerome,W000035,California,Democratic,14
Waldholtz,Enid,G000408,Utah,Republican,2
Waggonner,Joe,W000018,Louisiana,Democratic,4
Vucanovich,Barbara,V000124,Nevada,Republican,2
Volkmer,Harold,V000112,Missouri,Democratic,9
Visclosky,Peter,V000108,Indiana,Democratic,1
Vigorito,Joseph,V000098,Pennsylvania,Democratic,24
Veysey,Victor,V000093,California,Republican,43
Vanik,Charles,V000047,Ohio,Democratic,22
Vandergriff,Tommy,V000026,Texas,Democratic,26
Vander Veen,Richard,V000029,Michigan,Democratic,5
Vander Jagt,Guy,V000027,Michigan,Republican,9
Van Deerlin,Lionel,V000024,California,Democratic,42
Valentine,Tim,V000006,North Carolina,Democratic,2
Unsoeld,Jolene,U000017,Washington,Democratic,3
Underwood,Robert,U000014,Guam,Democratic,
Ullman,Al,U000004,Oregon,Democratic,2
Udall,Morris,U000001,Arizona,Democratic,2
Tucker,Walter,T000405,California,Democratic,37
Tsongas,Paul,T000393,Massachusetts,Democratic,
Trible,Paul,T000367,Virginia,Republican,
Treen,David,T000362,Louisiana,Republican,3
Traxler,Bob,T000356,Michigan,Democratic,8
Traficant,James,T000350,Ohio,Democratic,17
Towns,Edolphus,T000326,New York,Democratic,10
Towell,David,T000321,Nevada,Republican,98
Torricelli,Robert,T000317,New Jersey,Democratic,
Torres,Esteban,T000316,California,Democratic,34
Torkildsen,Peter,T000314,Massachusetts,Republican,6
Tonry,Richard,T000310,Louisiana,Democratic,1
Tiernan,Robert,T000265,Rhode Island,Democratic,2
Tiahrt,Todd,T000260,Kansas,Republican,4
Thurman,Karen,T000253,Florida,Democratic,5
Thornton,Ray,T000243,Arkansas,Democratic,2
Thornberry,Mac,T000238,Texas,Republican,13
Thone,Charles,T000234,Nebraska,Republican,1
Thomson,Vernon,T000233,Wisconsin,Republican,3
Thompson,"Frank,",T000200,New Jersey,Democratic,4
Thomas,Lindsay,T000184,Georgia,Democratic,1
Thomas,Craig,T000162,Wyoming,Republican,
Thomas,William,T000188,California,Republican,22
Tejeda,Frank,T000113,Texas,Democratic,28
Teague,Olin,T000110,Texas,Democratic,6
Teague,Charles,T000109,California,Republican,13
Taylor,Roy,T000099,North Carolina,Democratic,11
Taylor,G.,T000075,Missouri,Republican,7
Taylor,Gene,T000074,Mississippi,Democratic,4
Taylor,Charles,T000067,North Carolina,Republican,11
Tauzin,W.,T000058,Louisiana,Republican,3
Tauke,Thomas,T000053,Iowa,Republican,2
Tate,Randy,T000048,Washington,Republican,9
Tanner,John,T000038,Tennessee,Democratic,8
Tallon,Robert,T000034,South Carolina,Democratic,6
Talent,Jim,T000024,Missouri,Republican,
Talcott,Burt,T000022,California,Republican,16
Synar,Mike,S001139,Oklahoma,Democratic,2
Symington,James,S001134,Missouri,Democratic,2
Swindall,Patrick,S001122,Georgia,Republican,4
Swift,Al,S001115,Washington,Democratic,2
Swett,Dick,S001113,New Hampshire,Democratic,2
Sunia,Foto,S001077,American Samoa,Democratic,
Sullivan,Leonor,S001057,Missouri,Democratic,3
Stupak,Bart,S001045,Michigan,Democratic,1
Stump,Bob,S001044,Arizona,Republican,3
Studds,Gerry,S001040,Massachusetts,Democratic,10
Stuckey,W.,S001039,Georgia,Democratic,8
Stubblefield,Frank,S001037,Kentucky,Democratic,1
Strickland,Ted,S001004,Ohio,Democratic,6
Stratton,Samuel,S000997,New York,Democratic,23
Strang,Michael,S000991,Colorado,Republican,3
Stokes,Louis,S000948,Ohio,Democratic,11
Stockman,Steve,S000937,Texas,Republican,36
Stockman,David,S000935,Michigan,Republican,4
Stewart,Bennett,S000902,Illinois,Democratic,1
Stephens,Robert,S000860,Georgia,Democratic,10
Steiger,Sam,S000846,Arizona,Republican,3
Steers,Newton,S000844,Maryland,Republican,8
Steelman,Alan,S000841,Texas,Republican,5
Steele,Robert,S000836,Connecticut,Republican,2
Steed,Tom,S000829,Oklahoma,Democratic,4
Stearns,Cliff,S000822,Florida,Republican,6
Staton,David,S000818,West Virginia,Republican,3
Stark,Fortney,S000810,California,Democratic,13
Stanton,James,S000803,Ohio,Independent,20
Stanton,J.,S000804,Ohio,Republican,11
Stangeland,Arlan,S000795,Minnesota,Republican,7
Staggers,Harley,S000778,West Virginia,Democratic,2
Staggers,Harley,S000779,West Virginia,Democratic,2
Stack,Edward,S000772,Florida,Democratic,12
St Germain,Fernand,S000762,Rhode Island,Democratic,1
Spence,Floyd,S000718,South Carolina,Republican,2
Spellman,Gladys,S000716,Maryland,Democratic,5
Souder,Mark,S001143,Indiana,Republican,3
Solomon,Gerald,S000675,New York,Republican,22
Solarz,Stephen,S000673,New York,Democratic,13
Snyder,M.,S000669,Kentucky,Republican,4
Snowe,Olympia,S000663,Maine,Republican,
Smith,Virginia,S000622,Nebraska,Republican,3
Smith,Robert,S000607,Oregon,Republican,2
Smith,Bob,S000606,New Hampshire,Republican,
Smith,Peter,S000601,Vermont,Republican,
Smith,Nick,S000597,Michigan,Republican,7
Smith,Neal,S000596,Iowa,Democratic,4
Smith,Linda,S000587,Washington,Republican,3
Smith,Lawrence,S000586,Florida,Democratic,16
Smith,Larkin,S000584,Mississippi,Republican,5
Smith,Lamar,S000583,Texas,Republican,21
Smith,Joseph,S000579,Pennsylvania,Democratic,3
Smith,Henry,S000548,New York,Republican,36
Smith,Denny,S000527,Oregon,Republican,5
Smith,Albert,S000514,Alabama,Republican,6
Slaughter,Louise,S000480,New York,Democratic,25
Slaughter,D.,S000479,Virginia,Republican,7
Slattery,Jim,S000477,Kansas,Democratic,2
Slack,John,S000473,West Virginia,Democratic,3
Skubitz,Joe,S000472,Kansas,Republican,5
Skelton,Ike,S000465,Missouri,Democratic,4
Skeen,Joe,S000463,New Mexico,Republican,2
Skaggs,David,S000462,Colorado,Democratic,2
Sisk,B.,S000454,California,Democratic,15
Sisisky,Norman,S000453,Virginia,Democratic,4
Simon,Paul,S000423,Illinois,Democratic,
Siljander,Mark,S000409,Michigan,Republican,4
Sikorski,Gerry,S000407,Minnesota,Democratic,6
Sikes,Robert,S000406,Florida,Democratic,1
Shriver,Garner,S000388,Kansas,Republican,4
Shoup,Dick,S000383,Montana,Republican,1
Shipley,George,S000367,Illinois,Democratic,22
Shepherd,Karen,S000332,Utah,Democratic,2
Shays,Christopher,S001144,Connecticut,Republican,4
Shaw,E.,S000303,Florida,Republican,22
Sharp,Philip,S000294,Indiana,Democratic,2
Shannon,James,S000286,Massachusetts,Democratic,5
Shamansky,Bob,S000282,Ohio,Democratic,12
Shadegg,John,S000275,Arizona,Republican,3
Serrano,Jose,S000248,New York,Democratic,15
Sensenbrenner,F.,S000244,Wisconsin,Republican,5
Seiberling,John,S000230,Ohio,Democratic,14
Sebelius,Keith,S000217,Kansas,Republican,1
Seastrand,Andrea,S000213,California,Republican,22
Schuette,Bill,S000143,Michigan,Republican,10
Schneider,Claudine,S000136,Rhode Island,Republican,2
Schneebeli,Herman,S000135,Pennsylvania,Republican,17
Schiff,Steven,S000125,New Mexico,Republican,1
Scheuer,James,S000124,New York,Democratic,8
Scherle,William,S000121,Iowa,Republican,5
Schenk,Lynn,S000119,California,Democratic,49
Schaefer,Dan,S000109,Colorado,Republican,6
Scarborough,Joe,S000106,Florida,Republican,1
Saylor,John,S000102,Pennsylvania,Republican,12
Saxton,Jim,S000097,New Jersey,Republican,3
Sawyer,Harold,S000087,Michigan,Republican,5
Savage,Gus,S000081,Illinois,Democratic,2
Satterfield,David,S000070,Virginia,Democratic,3
Sarpalius,Bill,S000066,Texas,Democratic,13
Sarbanes,Paul,S000064,Maryland,Democratic,
Santorum,Rick,S000059,Pennsylvania,Republican,
Santini,James,S000058,Nevada,Democratic,98
Sangmeister,George,S000056,Illinois,Democratic,11
Sanford,Mark,S000051,South Carolina,Republican,1
Sandman,Charles,S000045,New Jersey,Republican,2
Salmon,Matt,S000018,Arizona,Republican,5
Saiki,Patricia,S000014,Hawaii,Republican,1
Sabo,Martin,S000005,Minnesota,Democratic,5
Ryan,Leo,R000558,California,Democratic,11
Ruth,Earl,R000545,North Carolina,Republican,8
Russo,Martin,R000543,Illinois,Democratic,3
Ruppe,Philip,R000512,Michigan,Republican,11
Runnels,Harold,R000510,New Mexico,Democratic,2
Rudd,Eldon,R000495,Arizona,Republican,4
Royer,William,R000489,California,Republican,11
Royce,Edward,R000487,California,Republican,39
Roybal,Edward,R000485,California,Democratic,25
Roy,William,R000484,Kansas,Democratic,2
Rowland,John,R000482,Connecticut,Republican,5
Rowland,J.,R000481,Georgia,Democratic,8
Rousselot,John,R000469,California,Republican,26
Roush,J.,R000467,Indiana,Democratic,4
Roukema,Marge,R000465,New Jersey,Republican,5
Roth,Toby,R000459,Wisconsin,Republican,8
Rostenkowski,Dan,R000458,Illinois,Democratic,5
Rosenthal,Benjamin,R000442,New York,Democratic,8
Rose,Charlie,R000436,North Carolina,Democratic,7
Ros-Lehtinen,Ileana,R000435,Florida,Republican,27
Rooney,John,R000424,New York,Democratic,14
Rooney,Fred,R000423,Pennsylvania,Democratic,15
Roncallo,Angelo,R000422,New York,Republican,3
Roncalio,Teno,R000421,Wyoming,Democratic,
Romero-Barcelo,Carlos,R000417,Puerto Rico,Democratic,
Rohrabacher,Dana,R000409,California,Republican,48
Rogers,Paul,R000401,Florida,Democratic,11
Roemer,Tim,R000385,Indiana,Democratic,3
Roemer,Buddy,R000384,Louisiana,Democratic,4
Roe,Robert,R000383,New Jersey,Democratic,8
Rodino,Peter,R000374,New Jersey,Democratic,10
Robison,Howard,R000357,New York,Republican,27
Robinson,J.,R000337,Virginia,Republican,7
Roberts,Ray,R000312,Texas,Democratic,4
Roberts,Pat,R000307,Kansas,Republican,
Roberts,Clint,R000308,South Dakota,Republican,2
Rivers,Lynn,R000281,Michigan,Democratic,13
Ritter,Don,R000277,Pennsylvania,Republican,15
Risenhoover,Theodore,R000268,Oklahoma,Democratic,2
Rinaldo,Matthew,R000262,New Jersey,Republican,7
Riegle,Donald,R000249,Michigan,Democratic,
Brinkley,Jack,B000839,Georgia,Democratic,3
Brewster,Bill,B000817,Oklahoma,Democratic,3
Breckinridge,John,B000788,Kentucky,Democratic,6
Breaux,John,B000780,Louisiana,Democratic,
Bray,William,B000778,Indiana,Republican,6
Brasco,Frank,B000771,New York,Democratic,11
Brademas,John,B000736,Indiana,Democratic,3
Boxer,Barbara,B000711,California,Democratic,
Bowen,David,B000682,Mississippi,Democratic,2
Boulter,Beau,B000666,Texas,Republican,13
Boucher,Rick,B000657,Virginia,Democratic,9
Bosco,Douglas,B000648,California,Democratic,1
Borski,Robert,B000644,Pennsylvania,Democratic,3
Bono,Sonny,B000622,California,Republican,44
Bonior,David,B000619,Michigan,Democratic,10
Bonilla,Henry,B000617,Texas,Republican,23
Boner,William,B000615,Tennessee,Democratic,5
Bolling,Richard,B000605,Missouri,Democratic,5
Boland,Edward,B000600,Massachusetts,Democratic,2
Boggs,Corinne,B000592,Louisiana,Democratic,2
Boehner,John,B000589,Ohio,Republican,8
Boehlert,Sherwood,B000586,New York,Republican,24
Blute,Peter,B000576,Massachusetts,Republican,3
Blouin,Michael,B000567,Iowa,Democratic,2
Blaz,Ben,B000551,Guam,Republican,
Blatnik,John,B000550,Minnesota,Democratic,8
Blanchard,James,B000538,Michigan,Democratic,18
Blackwell,Lucien,B000517,Pennsylvania,Democratic,2
Bingham,Jonathan,B000472,New York,Democratic,22
Bilirakis,Michael,B000463,Florida,Republican,9
Bilbray,James,B000462,Nevada,Democratic,1
Biester,Edward,B000451,Pennsylvania,Republican,8
Biaggi,Mario,B000432,New York,Democratic,19
Bevill,Tom,B000431,Alabama,Democratic,4
Bethune,Ed,B000422,Arkansas,Republican,2
Berman,Howard,B000410,California,Democratic,28
Bergland,Bob,B000408,Minnesota,Republican,7
Bereuter,Doug,B000403,Nebraska,Republican,1
Nelson,Bill,N000032,Florida,Democratic,
Nelsen,Ancher,N000028,Minnesota,Republican,2
Nelligan,James,N000027,Pennsylvania,Republican,11
Neal,Stephen,N000016,North Carolina,Democratic,5
Natcher,William,N000009,Kentucky,Democratic,2
Napier,John,N000005,South Carolina,Republican,6
Nagle,Dave,N000003,Iowa,Democratic,3
Myrick,Sue,M001134,North Carolina,Republican,9
Myers,Michael,M001132,Pennsylvania,Democratic,1
Myers,John,M001130,Indiana,Republican,7
Myers,Gary,M001128,Pennsylvania,Republican,25
Musto,Raphael,M001123,Pennsylvania,Democratic,11
Murphy,Morgan,M001101,Illinois,Democratic,2
Murphy,John,M001098,New York,Democratic,17
Mrazek,Robert,M001057,New York,Democratic,3
Moss,John,M001035,California,Democratic,3
Mosher,Charles,M001031,Ohio,Republican,13
